Age,GPA,Attendance_Rate,Study_Hours_Per_Week,Homework_Submission_Rate,Distance_From_School,Family_Size,Disciplinary_Actions,Teacher_Evaluation_Score,Parent_Teacher_Meetings_Attended,Extracurricular_Participation,,Gender,Health_Status,School_Transportation,Part_Time_Job,Special_Education_Support,Online_Learning_Participation,School_Facilities_Access,Parent_Education,Family_Income,Parent_Occupation,Student_ID,Dropout_Risk
16,2.150502226,30,3.556083015,30.52608169,2.579780901,9,2,7.483394842,0,1,,M,Poor,Yes,Yes,No,High,Full,Primary,Low,Self-employed,850,1
17,3.290110581,91.9769989,19.3306714,89.27711906,6.051672097,3,0,7.644484538,5,1,,M,Poor,Yes,Yes,No,High,Full,Secondary,Middle,Private,2738,0
18,3.098414019,64.82347471,2.083671546,73.692937,1.406924851,6,2,8.024774384,1,0,,M,Good,Yes,No,Yes,High,Full,Secondary,High,Government,2467,0
16,2.684062815,81.73634369,18.13943101,96.21390873,0.574184829,4,0,7.578332028,2,3,,F,Good,Yes,No,No,Low,Full,Master,Middle,Government,4499,0
17,2.683921851,86.92403005,9.488917222,54.60427146,2.816472158,4,0,7.377976129,3,1,,F,Good,Yes,No,No,Low,Full,Bachelor,Middle,Self-employed,1597,0
17,3.076174274,60,12.95259368,78.45818703,7.566363466,7,1,7.002982985,2,3,,M,Good,Yes,No,No,Medium,Full,Bachelor,Middle,Self-employed,1777,0
18,2.728340371,78.72274686,4.4179152,81.22995211,5.60689074,1,1,6.58593792,1,4,,F,Good,Yes,No,No,High,Full,Bachelor,High,Private,1914,0
17,2.040194404,30,4.300218512,20,2,6,4,8.024915246,0,0,,F,Poor,Yes,No,No,Medium,Minimal,Bachelor,Low,Self-employed,1044,1
17,2.978718636,92.49095469,6.876410353,75.00791267,10.86456572,4,3,7.842590287,4,0,,F,Fair,Yes,No,No,Medium,Full,Secondary,Middle,Private,1545,0
16,3.341168159,87.57883091,8.576949178,88.86255623,2.272311258,3,0,9.38662012,2,1,,M,Good,Yes,No,No,High,Limited,Bachelor,High,Unemployed,2737,0
15,3.516045446,82.06276408,8.047271654,80.64972956,2.656123367,5,1,9.308943071,5,2,,F,Good,No,No,No,Medium,Limited,Master,High,Unemployed,3072,0
18,1.729583578,30,6.338705963,22.28192447,2.736498085,8,2,5.554571748,0,0,,F,Poor,Yes,Yes,No,Low,Full,Secondary,Middle,Unemployed,54,1
18,2.936145682,75.72549793,10.95503114,85.94269953,2.964533011,4,0,5.582955786,1,1,,F,Good,No,No,No,High,Full,Secondary,Middle,Self-employed,1797,0
16,2.546576965,82.82789478,10.47491666,50,9.349094862,6,2,5.741702133,2,0,,F,Good,Yes,No,No,High,Full,Bachelor,Middle,Government,1912,0
16,3.4198904,93.44576682,11.00365003,75.59428608,1.127630483,4,0,9.424302628,1,3,,M,Good,Yes,No,No,Low,Limited,Bachelor,High,Government,3509,0
17,2.898914248,86.88055671,7.076850898,71.75343719,2.526554995,4,2,6.671133534,3,0,,F,Good,No,Yes,No,High,Full,Bachelor,High,Private,2554,0
17,3.85157563,93.17072833,20.89149048,75,11.30629925,3,0,7.092456553,5,1,,F,Good,Yes,No,No,Low,Full,Secondary,Middle,Private,2801,0
17,3.587009836,80,15.26987864,89.11295628,0.905420043,4,0,9.433748231,0,1,,F,Good,Yes,No,No,High,Full,Bachelor,High,Self-employed,3311,0
17,3.178131094,91.55885731,16.19085306,92.01440173,0.563532437,4,0,8.621149509,6,0,,M,Good,Yes,No,No,Medium,Full,Secondary,High,Private,3358,0
16,2.006139211,30,2.183469325,46.20386859,5.521057474,6,4,4.659202528,2,0,,M,Good,No,No,No,Medium,Limited,Primary,High,Unemployed,825,1
15,3.329940798,80,17.89037276,92.25244825,2.290233993,1,0,7.456533459,7,2,,M,Good,Yes,No,Yes,High,Limited,Bachelor,Low,Self-employed,4267,0
18,3.151393898,64.56169222,9.16782596,66.78321261,1.697145929,5,0,6.692431879,4,2,,F,Good,Yes,No,No,High,Full,Primary,High,Private,1390,0
15,4.043833081,80,20.75822516,76.42085371,1.764908056,5,1,8.90862432,3,2,,M,Good,Yes,No,No,High,Limited,Bachelor,Middle,Government,4049,0
16,4.280061636,80,18.47623007,79.9787361,8.280535198,4,0,8.675036034,4,2,,M,Good,Yes,No,No,High,Limited,Bachelor,Middle,Private,3084,0
17,2.062604808,80.20273641,5.094388279,66.15657985,2.509238849,5,2,7.364894629,3,0,,M,Good,Yes,No,No,High,Full,Master,High,Government,1608,0
16,2.430271831,78.45936814,6.411111409,90,7.079640032,2,0,6.883791861,2,0,,F,Good,Yes,Yes,No,Medium,Full,Secondary,High,Government,1595,0
16,1.950165439,43.28598259,4.636239385,51.46906166,25,9,4,6.19644921,0,2,,M,Fair,No,Yes,Yes,Low,Full,Primary,High,Government,772,1
16,3.27254358,62.08776403,10.6084042,86.35962244,5.64411597,4,0,6.65601146,4,2,,M,Good,Yes,No,Yes,Medium,Full,Bachelor,Middle,Government,2612,0
17,2.902387381,72.26348023,9.042756727,87.54516805,20,5,0,7.708836389,0,0,,M,Good,No,Yes,Yes,High,Full,Bachelor,Low,Government,2274,0
16,2.177053681,71.42115729,2.87234877,68.23740932,4.743768187,5,1,6.928924446,5,0,,F,Good,No,No,No,Medium,Full,Master,Middle,Private,1869,0
18,1.465624132,54.29897315,6.2032593,44.84163946,2,8,3,3.79405024,1,0,,M,Good,Yes,Yes,No,Medium,Limited,Bachelor,High,Government,1086,1
16,3.323623033,97.13749181,15.03348022,75,1.528609149,3,0,9.058913564,1,2,,M,Good,No,No,No,High,Full,Primary,High,Government,3371,0
16,2.619608838,80.50416425,9.803420224,62.10259316,1.513721139,5,0,6.714168233,2,0,,F,Poor,Yes,No,No,Low,Limited,Bachelor,Middle,Government,1326,0
18,2.702679378,75.57139128,4.396912197,90,5.145646531,6,1,7.349693782,3,1,,M,Good,Yes,No,No,High,Full,Primary,Low,Private,1464,0
17,2.243125011,30.04759277,3.621164523,54.04874766,2,4,3,5.863687135,0,0,,M,Good,No,Yes,No,Medium,Full,Primary,Low,Private,807,1
17,3.14515944,87.11480391,14.9800046,82.12539581,0.699065923,4,1,8.794045455,2,0,,F,Good,No,No,No,High,Full,Master,High,Government,3028,0
15,3.548959772,91.37927071,16.50200843,75,5.132997483,4,0,8.236363677,3,1,,M,Good,Yes,No,No,Medium,Full,Secondary,Middle,Private,3245,0
16,3.351009166,60.62838914,11.09073311,72.24213014,12.99717922,5,0,8.275625512,1,1,,M,Good,No,Yes,No,High,Full,Secondary,Middle,Private,2109,0
16,3.206390504,80.93596482,26.38760542,82.95845658,0.5,5,0,9.150996489,5,3,,F,Poor,Yes,Yes,No,Low,Full,Bachelor,Middle,Government,3514,0
15,3.707776687,80,14.03760139,75,2.558610939,2,0,9.06674803,0,1,,F,Fair,Yes,No,Yes,High,Full,Primary,Low,Government,4460,0
17,2.591313319,82.69021411,12.87616512,50,1.328313319,5,2,6.281577977,3,1,,M,Good,No,Yes,No,Medium,Full,Secondary,High,Self-employed,2235,0
18,2.071024499,30,5.96879554,20,3.407505729,5,4,1.918950026,1,2,,M,Fair,No,No,No,Low,Minimal,Primary,High,Unemployed,964,1
16,3.492327056,90.61930926,17.67229991,75,2.467923807,2,0,7.529904847,2,3,,M,Poor,Yes,No,No,Low,Full,Bachelor,Middle,Government,3043,0
17,1.717786139,30,4.345728158,34.05027074,24.66615051,3,2,7.57653127,1,2,,M,Poor,Yes,No,No,Medium,Full,Master,Middle,Self-employed,399,1
16,2.187827148,72.69849853,7.435706207,83.96334585,5.830162249,2,1,6.008296159,2,2,,F,Good,Yes,Yes,No,Low,Full,Bachelor,Low,Private,2633,0
15,3.811069636,80,14.20428932,75.30291502,0.57466058,2,0,7.917072,1,1,,M,Good,Yes,Yes,Yes,Low,Full,Bachelor,Middle,Self-employed,4370,0
15,2.012648197,30,2.774967162,45.22886585,9.712955974,3,3,3.970290038,2,0,,M,Good,No,Yes,No,Medium,Limited,Master,Low,Self-employed,705,1
15,2.435229301,30,4.413844329,49.81546486,2.899765307,5,1,3.655618633,0,2,,M,Good,No,No,Yes,Medium,Full,Primary,Low,Private,432,1
16,2.185735207,42.10580927,4.741911121,74.79412436,2.413547353,3,3,4.447503536,2,1,,M,Good,No,No,No,Low,Limited,Primary,Low,Private,293,1
16,3.241467403,81.83235953,17.48363305,94.14993517,5.449316289,3,0,6.964336606,3,1,,M,Good,Yes,No,No,Low,Full,Bachelor,Middle,Self-employed,4383,0
18,2.391559526,38.69348627,3.314999463,40.01194734,15.77481741,7,1,4.273376607,1,0,,F,Fair,Yes,No,Yes,High,Full,Secondary,Low,Unemployed,146,1
16,3.213986443,82.65276836,15.58004094,82.27345516,0.5,3,1,8.745457005,2,2,,M,Good,Yes,Yes,No,Low,Full,Bachelor,Middle,Unemployed,3384,0
17,2.862674124,60,4.515422327,81.16509269,12.78164847,8,2,7.833102654,0,1,,M,Good,Yes,No,No,Low,Limited,Master,High,Private,2034,0
17,3.53553553,89.97376246,16.69513375,79.03652587,1.389674037,4,0,9.237643581,1,0,,M,Fair,Yes,No,No,Low,Full,Primary,Middle,Government,3479,0
16,2.238637854,76.25203121,10.11360831,80.21485617,1.113357978,7,1,6.195816482,3,2,,M,Good,Yes,No,No,Medium,Full,Bachelor,Middle,Private,1166,0
17,3.318247527,68.1923535,7.472224725,55.10938981,4.60737982,3,2,6.515791835,0,0,,M,Good,Yes,No,No,High,Full,Master,High,Government,2051,0
16,2.565369491,66.94186645,10.13752735,50,1,4,1,7.299150735,2,1,,M,Good,Yes,Yes,No,High,Full,Master,Middle,Self-employed,2625,0
15,3.468749799,80,16.22011287,91.15434778,0.837318938,1,0,8.365427801,2,1,,F,Good,Yes,Yes,No,High,Full,Bachelor,High,Unemployed,3781,0
16,1.861438163,70.23901646,6.424150572,47.75511051,2,4,5,4.483783667,1,1,,F,Fair,Yes,No,Yes,Low,Minimal,Primary,Low,Self-employed,340,1
16,3.659692395,80,15.7955233,81.72222445,1.860980391,3,0,9.109553538,0,2,,F,Fair,Yes,No,No,Medium,Full,Bachelor,High,Private,4031,0
16,2.31677681,80.9580538,3.597818149,20,2.359236728,3,3,2.904979408,2,0,,M,Fair,Yes,No,No,High,Full,Secondary,Middle,Self-employed,266,1
15,2.533942579,60,6.007529999,86.38158235,1,4,2,8.639470521,3,1,,F,Good,Yes,No,No,High,Full,Master,Middle,Private,2425,0
16,2.718451573,80,19.33492553,88.25350622,0.70630224,2,0,8.495506018,3,2,,M,Good,Yes,No,No,Medium,Full,Master,Middle,Government,4443,0
19,3.01924834,60.44763163,6.204865743,90,4.720399481,7,0,7.444556423,2,0,,M,Good,Yes,Yes,No,Medium,Full,Master,Middle,Self-employed,1772,0
15,1.859675384,30,5.12011483,29.22317702,4.152444689,4,4,5.676383802,0,0,,F,Poor,Yes,No,Yes,Medium,Full,Primary,Low,Private,272,1
17,2.139261698,30,3.922017351,39.16581595,2,2,3,2.988517111,4,0,,F,Poor,No,No,No,Medium,Full,Primary,High,Self-employed,697,1
16,1.852610229,30,3.873417399,29.65847452,6.598692449,3,4,6.007160416,0,2,,M,Good,Yes,No,No,Low,Full,Secondary,Middle,Private,748,1
16,1.620428225,51.6903939,3.024380408,20,3.23096766,6,3,5.257951235,1,0,,M,Good,Yes,Yes,Yes,Low,Full,Primary,Low,Government,245,1
17,2.237522248,42.4341401,4.218716918,20,11.15717517,3,2,6.02464969,1,2,,M,Poor,Yes,No,Yes,Low,Full,Secondary,Middle,Unemployed,318,1
18,2.751096871,30.01705875,6.899257695,23.06442733,2.162300955,6,5,6.158704906,0,1,,M,Good,No,No,Yes,High,Full,Primary,Low,Private,477,1
17,2.417571833,66.87488117,13.64792601,76.90386826,18.52557978,2,2,6.301868652,0,0,,F,Fair,Yes,Yes,No,High,Full,Secondary,Low,Private,2033,0
18,1.605477255,30,3.700773007,50.95987112,6.017333877,5,3,5.036767136,1,1,,F,Fair,Yes,Yes,No,Low,Full,Primary,Middle,Unemployed,958,1
17,3.151767351,89.00413637,15.18749748,75,4.131735189,3,0,9.739899402,4,2,,F,Good,Yes,Yes,No,Low,Full,Secondary,Low,Unemployed,3094,0
17,2.481381319,54.40271979,1.88435479,26.30621383,25,3,2,6.568858282,1,1,,F,Fair,No,No,No,Low,Limited,Secondary,Low,Unemployed,814,1
18,2.725400266,81.06762746,2.818599978,50,9.194292859,3,1,7.61738309,2,2,,M,Good,No,No,No,High,Full,Bachelor,Low,Government,1915,0
17,3.339182235,80,16.17415217,87.63615117,0.921383166,4,0,10.07087401,2,1,,M,Good,No,No,No,High,Full,Bachelor,High,Government,4207,0
16,2.603062188,77.0364678,7.082478082,51.23581684,8.254306022,5,3,5.324073324,1,2,,M,Good,Yes,No,No,High,Limited,Secondary,Middle,Unemployed,1298,0
17,2.43362848,68.93639716,12.2081104,75.39240666,7.432644769,7,1,7.347162005,1,0,,F,Good,Yes,No,No,Low,Limited,Secondary,Middle,Private,1805,0
16,3.28527867,80,14.76897561,77.93494734,4.812184666,2,1,8.397004698,1,4,,M,Good,Yes,No,No,Low,Full,Bachelor,Middle,Government,3564,0
15,2.073331829,38.35070838,3.447743793,45.72923052,2.637601219,6,2,2.661220527,2,1,,F,Good,No,No,Yes,High,Minimal,Secondary,Low,Unemployed,251,1
18,2.762299509,75.0314086,11.67992958,71.62304631,1.429731621,2,1,7.676683347,5,0,,M,Good,No,No,No,Low,Limited,Secondary,High,Private,2462,0
16,1.919584297,52.64789024,1.754337071,32.28792546,2,7,3,5.056320033,2,0,,M,Poor,Yes,Yes,No,Low,Limited,Bachelor,Low,Private,546,1
19,1.287566838,30,4.471949289,60.95559031,2.926681528,3,2,3.598021276,2,0,,M,Good,Yes,No,No,Low,Full,Master,Low,Unemployed,739,1
17,2.111642385,37.21167991,2.514734225,43.64398713,6.879657253,4,3,5.426686426,0,0,,M,Poor,Yes,Yes,No,Medium,Minimal,Secondary,Middle,Self-employed,311,1
16,3.46308738,83.30161193,18.31695184,75,1.502077751,3,0,9.139474125,2,3,,M,Good,Yes,No,No,Low,Full,Bachelor,Low,Private,2942,0
17,2.978248236,86.14666796,7.410028399,59.87097166,1.241011365,3,0,5.908669146,1,0,,F,Good,Yes,No,No,High,Limited,Primary,High,Government,1132,0
16,2.186965926,60,4.516937705,50,3.082760865,1,0,6.651785977,2,1,,F,Good,Yes,No,No,Medium,Full,Primary,Low,Government,1450,0
15,3.110832333,94.18475528,20.15583299,88.02193272,0.5,3,0,9.621073331,2,2,,F,Good,Yes,Yes,No,High,Full,Secondary,Low,Government,4428,0
16,2.10022535,43.02580986,5.830466387,54.01120644,2,6,2,5.683453804,2,1,,M,Good,Yes,No,Yes,Medium,Full,Primary,Low,Self-employed,16,1
16,3.37131596,80,13.3488129,75,0.800531596,3,0,7.743692753,5,4,,M,Good,Yes,No,Yes,High,Full,Bachelor,Low,Private,2770,0
18,2.453837661,30,5.224985311,59.13628534,6.351634479,4,3,6.875316482,0,1,,F,Poor,Yes,No,No,Low,Full,Secondary,Low,Private,921,1
16,4.00085765,81.32133398,11.08773178,93.75674806,5.070487022,5,0,9.627287966,3,2,,F,Good,Yes,No,No,Low,Full,Secondary,Low,Private,3470,0
17,2.96100229,60,10.31821506,85.68893447,2.362904648,7,1,6.351685371,2,0,,F,Good,Yes,No,No,Low,Full,Primary,Middle,Government,2545,0
16,3.493537347,80,12.85318771,75,3.226665022,2,1,6.979687179,5,2,,M,Fair,No,No,Yes,High,Minimal,Bachelor,High,Unemployed,3971,0
17,1.489085343,30,1.738002899,20,13.48630911,3,2,5.664753277,0,0,,F,Good,Yes,No,Yes,Low,Limited,Master,Low,Private,364,1
16,2.093997186,30,5.022652458,38.19674265,23.83148164,9,0,4.766589586,0,1,,F,Good,Yes,Yes,No,Low,Full,Secondary,Low,Unemployed,183,1
15,3.682670117,80,23.74017215,75,0.5,1,0,8.380889962,6,1,,F,Good,Yes,Yes,No,Medium,Full,Master,Middle,Self-employed,2984,0
16,2.954749045,60,8.906600666,57.34429483,13.66465472,5,1,8.01638881,2,1,,F,Good,No,Yes,No,Medium,Full,Bachelor,Middle,Private,1195,0
16,3.548872648,80,14.61754858,96.28645015,0.5,2,0,9.820525996,2,0,,M,Good,Yes,Yes,No,High,Full,Secondary,Low,Government,2853,0
17,3.915385187,86.64624474,15.79277019,95.05665407,4.912914121,5,0,7.716473902,1,0,,M,Good,No,No,Yes,Medium,Full,Secondary,Middle,Private,3053,0
18,1.620957004,30,6.374778625,37.43689814,2,3,4,4.593726961,0,1,,M,Fair,No,Yes,Yes,Low,Minimal,Secondary,Low,Private,1122,1
18,2.670409085,77.65139205,3.112262423,67.82493599,1.337869247,3,1,6.934622772,1,0,,F,Good,No,No,No,High,Full,Secondary,Middle,Private,2236,0
18,2.649984844,78.23153147,3.071692058,51.35349073,1,4,1,7.393603234,0,1,,F,Good,Yes,No,No,High,Full,Master,Middle,Self-employed,2668,0
16,2.768314976,84.47844923,5.554880698,78.26588638,4.40487655,1,1,8.26216675,2,2,,M,Poor,Yes,Yes,No,High,Full,Secondary,Low,Unemployed,1183,0
17,3.475662494,80,15.16607429,89.94559993,3.396157593,5,0,7.881973833,1,1,,M,Fair,Yes,No,No,Medium,Full,Bachelor,Low,Self-employed,3868,0
20,2.82510608,30,4.684372818,24.15021098,4.611460854,6,3,4.936387919,2,1,,M,Good,Yes,No,No,High,Limited,Master,High,Unemployed,615,1
16,2.29920182,76.35969138,9.649271495,79.85141471,2.495776222,8,2,8.980883255,0,1,,F,Good,Yes,No,No,Low,Full,Secondary,Middle,Private,1467,0
16,3.005762915,58.84504042,2.380049993,23.79628189,2,7,5,5.540533623,0,0,,F,Good,No,Yes,No,Low,Full,Secondary,Middle,Self-employed,402,1
18,2.099416052,34.3680346,2.308111287,43.60207523,2,5,6,6.805839523,1,0,,F,Good,Yes,Yes,No,High,Limited,Primary,Middle,Unemployed,935,1
17,2.343318701,68.49017245,6.342676462,50,8.306093634,5,0,7.117080892,3,1,,F,Good,Yes,Yes,No,Low,Limited,Primary,Middle,Private,2420,0
15,3.503044642,80,11.49557338,75.82187492,4.907267849,3,1,9.220184424,3,4,,F,Good,No,Yes,Yes,High,Full,Master,High,Government,4089,0
16,2.779296469,65.61011297,7.984458606,51.24555837,2.18458251,3,0,7.512797008,1,1,,M,Poor,Yes,No,Yes,High,Full,Master,Low,Private,2642,0
16,3.24880301,80,18.79124223,75,1.702081757,2,0,8.199324464,4,5,,F,Fair,Yes,No,Yes,Medium,Full,Master,High,Government,3253,0
17,2.936495025,30,4.309699118,39.11744918,2,3,0,3.875749086,1,1,,M,Fair,Yes,No,No,Medium,Full,Primary,Low,Private,727,1
19,2.68228415,34.70501361,5.245768715,34.29712916,8.036347372,6,1,4.545785228,1,0,,F,Poor,Yes,No,No,Medium,Full,Primary,Low,Self-employed,827,1
17,2.547730549,70.39595165,8.190030064,50,4.039020118,4,0,7.083796978,3,0,,F,Good,Yes,Yes,No,High,Full,Secondary,Middle,Private,1522,0
16,4.004846228,84.89878901,7.773466377,75,0.800882036,5,0,9.319950149,7,0,,M,Good,Yes,Yes,No,High,Full,Secondary,Low,Private,4276,0
17,3.431984077,80,17.69923029,88.11174282,5.249338043,2,0,9.254212337,1,3,,F,Fair,Yes,Yes,No,High,Full,Secondary,Low,Government,4234,0
16,2.107362085,46.06507309,1.028900005,22.0366337,3.277357245,4,0,6.576795701,1,1,,F,Poor,Yes,No,No,Low,Full,Primary,High,Private,137,1
17,1.396966114,60.29197631,2.607272068,45.43527443,2.231187737,3,2,6.477795507,0,1,,M,Good,Yes,No,Yes,Medium,Limited,Primary,Low,Private,629,1
18,2.478919464,36.1019273,5.81718319,20,17.96160986,6,4,6.9477932,0,0,,F,Poor,No,No,Yes,Low,Limited,Master,Low,Unemployed,335,1
16,2.232231632,31.74590024,3.698334954,51.16324955,3.257652997,7,1,3.698505334,0,1,,F,Good,Yes,No,No,Low,Limited,Bachelor,Low,Private,391,1
18,3.661118557,81.13177844,14.57863027,85.74472745,6.504961884,3,0,9.480917748,4,2,,M,Good,Yes,No,No,High,Full,Bachelor,Low,Private,3791,0
17,2.337506129,73.53577374,10.37488871,67.34478574,1,3,0,7.829745472,1,1,,M,Good,Yes,No,Yes,High,Full,Secondary,High,Unemployed,1818,0
15,2.44472383,30,4.291196936,35.15912073,13.33346917,3,2,3.917736978,1,0,,F,Good,No,No,No,Low,Minimal,Primary,Middle,Private,401,1
17,2.162149994,30,3.561613509,20,6.613846308,4,3,5.804482057,0,0,,F,Fair,No,No,No,Low,Full,Bachelor,Middle,Private,711,1
18,2.703412387,30,6.845079929,58.05503369,22.08807312,6,2,4.022671394,2,0,,M,Poor,Yes,No,No,Low,Full,Primary,Middle,Private,1040,1
16,3.787641059,80,11.96911509,85.70773946,6.097612124,2,0,8.939191107,3,2,,F,Good,No,No,No,Low,Full,Bachelor,High,Private,3232,0
16,2.254316392,70.83420809,3.253256689,71.19819448,2,2,1,5.96485228,1,0,,F,Good,No,Yes,No,Medium,Minimal,Primary,Low,Unemployed,47,1
16,2.635885008,60,8.584128198,84.97072099,1,4,1,6.246340683,2,1,,M,Good,Yes,No,No,Medium,Full,Bachelor,Middle,Private,1562,0
15,3.381948715,87.372013,14.53748304,83.36528874,0.5,2,0,8.184149478,4,1,,M,Good,Yes,No,No,High,Full,Secondary,Low,Private,4322,0
16,4.064800454,80,11.59417609,90.57051101,1.574485708,1,0,8.732747203,1,4,,F,Good,Yes,No,No,Medium,Limited,Master,Middle,Self-employed,4363,0
18,1.539034982,41.68110028,5.268935777,53.29670319,15.28365316,5,2,4.647147641,0,0,,F,Good,Yes,No,No,Low,Limited,Secondary,Low,Unemployed,1113,1
18,2.274435469,90.13866672,11.57883947,84.81409317,1,2,2,7.644209853,5,1,,F,Good,Yes,No,No,High,Full,Bachelor,Low,Private,2514,0
15,2.427636183,63.49265045,8.641472014,65.10207761,1.958619732,8,2,7.87670795,1,2,,M,Good,Yes,No,Yes,High,Full,Master,High,Self-employed,1224,0
16,3.854904838,91.57009493,14.15077009,84.28556585,0.641868769,2,0,8.059822056,4,1,,F,Good,No,No,No,Medium,Full,Primary,High,Private,3289,0
17,3.987102749,80,15.30163896,75,0.540599752,2,0,9.043257333,3,2,,M,Good,No,Yes,No,High,Full,Bachelor,Low,Government,3024,0
16,2.504262728,73.51607644,8.997029084,50,11.14828589,3,0,5.585748369,2,0,,M,Good,No,No,No,Low,Limited,Bachelor,Middle,Private,2422,0
18,2.608842806,80.38074343,5.231908516,63.94363502,1,2,2,6.497309384,1,1,,M,Good,Yes,No,No,Medium,Full,Secondary,High,Self-employed,1509,0
15,2.818871721,60,12.6551379,55.24371868,5.176442459,3,2,6.263226339,1,3,,M,Fair,Yes,Yes,No,High,Limited,Secondary,Middle,Private,1751,0
16,3.931652569,91.95803098,10.98061807,75,5.573963528,8,0,7.843541877,2,2,,F,Fair,Yes,No,No,High,Full,Secondary,Middle,Private,3318,0
17,2.836291884,62.63342566,7.579172565,60.11736272,5.455154364,4,2,8.983100727,5,1,,F,Good,Yes,Yes,No,Low,Full,Master,Middle,Government,1800,0
17,1.679787962,50.58368288,6.054616411,28.72002251,9.340949774,1,4,2.252010791,3,0,,F,Fair,No,No,No,Low,Full,Secondary,Low,Government,339,1
18,2.252958676,38.58043237,1.510795631,36.02091963,6.179201816,4,3,5.946996977,1,1,,M,Good,Yes,No,No,Low,Full,Secondary,High,Self-employed,216,1
15,2.734987664,60,11.86870387,85.25222597,3.287835603,3,0,7.071204717,2,0,,M,Good,No,Yes,No,Low,Full,Secondary,High,Private,1342,0
16,2.616217671,30,1.797091402,20,6.27752135,3,3,5.499964622,3,0,,F,Good,Yes,No,Yes,Medium,Full,Bachelor,Low,Self-employed,12,1
16,3.051364565,78.22595153,7.313845899,79.55897435,3.47192672,3,1,7.735721339,2,3,,M,Good,No,No,No,Low,Limited,Bachelor,Middle,Government,1521,0
16,3.483797585,86.49588369,9.990073015,83.55041843,3.359388955,4,0,8.752028749,4,2,,M,Good,Yes,No,No,Medium,Full,Master,High,Unemployed,3190,0
17,2.913354011,80,14.64503295,83.59053294,2.132476521,4,0,8.687476668,1,0,,F,Fair,No,No,No,High,Minimal,Bachelor,High,Government,3062,0
16,3.501155479,95.15287271,14.33032612,77.59111397,4.010119489,1,0,8.641162527,2,1,,M,Good,Yes,No,No,Low,Limited,Secondary,Middle,Private,3005,0
17,3.522360353,85.92314276,24.3253196,75,6.249373045,2,0,8.47341694,9,6,,M,Fair,Yes,No,No,Low,Limited,Secondary,Middle,Government,2865,0
16,3.810860396,80,16.58914237,89.97835757,3.18966433,3,1,9.291995277,3,0,,F,Good,No,No,No,High,Full,Secondary,High,Private,3330,0
17,2.346455923,60.91806387,5.707163167,50,10.60352406,4,1,6.609386633,1,0,,F,Good,Yes,No,No,Medium,Limited,Secondary,High,Government,2323,0
16,2.989960712,75.46903767,4.760884599,59.73499866,5.002149503,7,1,6.953885084,3,1,,M,Poor,Yes,No,No,High,Full,Secondary,Middle,Private,2572,0
17,3.677344018,80,14.7497593,83.18294445,1.533006799,3,0,8.30643294,3,5,,F,Good,Yes,No,No,High,Limited,Secondary,High,Private,2914,0
16,2.179225184,30,6.587345253,49.6125956,2,4,3,3.637043943,1,2,,F,Good,Yes,Yes,Yes,Low,Limited,Primary,Low,Unemployed,102,1
17,3.214932907,93.32963637,16.14011597,75,3.071367294,4,0,8.045246555,1,3,,M,Good,No,No,No,Medium,Full,Master,Middle,Private,3534,0
16,2.584589592,30,1.698499451,20,25,10,3,4.232454762,1,1,,M,Good,Yes,Yes,No,Medium,Limited,Primary,Low,Private,172,1
17,2.079026027,30,4.500025041,67.22649756,6.603453413,5,3,5.266315942,1,1,,M,Good,No,Yes,No,Low,Limited,Primary,Low,Self-employed,108,1
